date,year,month,category,state,county,title,fema_number
5/4/2003,2003,5,Severe Storm,TN,Coffee County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/14/2003,2003,2,Severe Storm,PA,Blair County,SNOW,3180
7/21/2003,2003,7,Severe Storm,PA,Blair County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
5/4/2003,2003,5,Severe Storm,KY,Caldwell County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
5/6/2003,2003,5,Severe Storm,IL,Union County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/4/2003,2003,5,Severe Storm,TN,Lake County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,TN,Marshall County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/15/2003,2003,2,Severe Storm,VA,Fairfax County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
7/4/2003,2003,7,Severe Storm,IN,Randolph County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
8/26/2003,2003,8,Severe Storm,IN,Randolph County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
5/6/2003,2003,5,Severe Storm,IL,McDonough County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/2/2003,2003,5,Severe Storm,AR,Newton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
5/4/2003,2003,5,Severe Storm,MO,Boone County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
4/6/2003,2003,4,Severe Storm,MS,Yazoo County,"SEVERE STORMS, TORNADOES, FLOODS",1459
7/4/2003,2003,7,Severe Storm,IN,Tipton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/6/2003,2003,5,Severe Storm,IL,Hancock County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
2/14/2003,2003,2,Severe Storm,OH,Vinton County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,TN,Weakley County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/14/2003,2003,2,Severe Storm,MD,Allegany County,SNOW,3179
7/21/2003,2003,7,Severe Storm,PA,Statewide,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
5/4/2003,2003,5,Severe Storm,MO,Moniteau County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,OH,Noble County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,TN,Tipton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
6/11/2003,2003,6,Severe Storm,WV,McDowell County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,McDowell County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,McDowell County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
11/11/2003,2003,11,Severe Storm,WV,Clay County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Clay County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
7/4/2003,2003,7,Severe Storm,IN,Vigo County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/4/2003,2003,5,Severe Storm,TN,Perry County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/15/2003,2003,2,Severe Storm,KY,Pike County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
6/14/2003,2003,6,Severe Storm,KY,Pike County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
6/11/2003,2003,6,Severe Storm,WV,Cabell County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Cabell County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Cabell County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
7/4/2003,2003,7,Severe Storm,IN,Whitley County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
11/11/2003,2003,11,Severe Storm,WV,Webster County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Webster County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,MO,Polk County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,TN,Wayne County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,TN,Blount County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,KS,Miami County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
5/4/2003,2003,5,Severe Storm,MO,Clark County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
11/18/2003,2003,11,Severe Storm,VA,Galax,SEVERE STORMS AND FLOODING,1502
2/16/2003,2003,2,Severe Storm,WV,Wirt County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
6/11/2003,2003,6,Severe Storm,WV,Wyoming County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Wyoming County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Wyoming County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
6/9/2003,2003,6,Severe Storm,NE,Jefferson County,SEVERE STORMS AND TORNADOES,1480
5/5/2003,2003,5,Severe Storm,AL,Cleburne County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/14/2003,2003,2,Severe Storm,OH,Athens County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
2/15/2003,2003,2,Severe Storm,KY,Bourbon County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
7/21/2003,2003,7,Severe Storm,NH,Sullivan County,SEVERE STORMS AND FLOODING,1489
2/15/2003,2003,2,Severe Storm,KY,Bath County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,TN,Obion County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/8/2003,2003,5,Severe Storm,OK,Creek County,SEVERE STORMS AND TORNADOES,1465
5/4/2003,2003,5,Severe Storm,MO,Cape Girardeau County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Macon County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
4/6/2003,2003,4,Severe Storm,MS,Wayne County,"SEVERE STORMS, TORNADOES, FLOODS",1459
2/14/2003,2003,2,Severe Storm,PA,Somerset County,SNOW,3180
2/14/2003,2003,2,Severe Storm,OH,Greene County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
2/14/2003,2003,2,Severe Storm,PA,Dauphin County,SNOW,3180
2/14/2003,2003,2,Severe Storm,TN,Lewis County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Lewis County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/16/2003,2003,2,Severe Storm,WV,Morgan County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,KS,Allen County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
5/5/2003,2003,5,Severe Storm,AL,Baldwin County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
4/6/2003,2003,4,Severe Storm,MS,Simpson County,"SEVERE STORMS, TORNADOES, FLOODS",1459
5/4/2003,2003,5,Severe Storm,KS,Douglas County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
5/8/2003,2003,5,Severe Storm,OK,Nowata County,SEVERE STORMS AND TORNADOES,1465
5/4/2003,2003,5,Severe Storm,KS,Anderson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
6/9/2003,2003,6,Severe Storm,NE,Perkins County,SEVERE STORMS AND TORNADOES,1480
10/15/2003,2003,10,Severe Storm,WA,Okanogan County,SEVERE STORMS AND FLOODING,1499
5/2/2003,2003,5,Severe Storm,AR,Crittenden County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
5/4/2003,2003,5,Severe Storm,KY,Livingston County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
5/2/2003,2003,5,Severe Storm,AR,Poinsett County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
2/15/2003,2003,2,Severe Storm,VA,Rappahannock County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/4/2003,2003,5,Severe Storm,MO,Morgan County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,MD,Caroline County,SNOW,3179
5/2/2003,2003,5,Severe Storm,AR,Cleburne County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
5/6/2003,2003,5,Severe Storm,IL,Alexander County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/4/2003,2003,5,Severe Storm,MO,Cole County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,KS,Crawford County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
7/21/2003,2003,7,Severe Storm,NY,Ontario County,"SEVERE STORMS, FLOODING, AND TORNADOES",1486
5/4/2003,2003,5,Severe Storm,MO,Chariton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/8/2003,2003,5,Severe Storm,OK,McClain County,SEVERE STORMS AND TORNADOES,1465
2/15/2003,2003,2,Severe Storm,KY,Fayette County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
2/15/2003,2003,2,Severe Storm,KY,Whitley County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
2/14/2003,2003,2,Severe Storm,TN,Marion County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Marion County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
4/6/2003,2003,4,Severe Storm,MS,Copiah County,"SEVERE STORMS, TORNADOES, FLOODS",1459
5/8/2003,2003,5,Severe Storm,OK,Canadian County,SEVERE STORMS AND TORNADOES,1465
11/11/2003,2003,11,Severe Storm,WV,Lewis County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Lewis County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
7/4/2003,2003,7,Severe Storm,IN,Pulaski County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/4/2003,2003,5,Severe Storm,MO,Vernon County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Douglas County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Madison County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/8/2003,2003,5,Severe Storm,OK,Pottawatomie County,SEVERE STORMS AND TORNADOES,1465
2/14/2003,2003,2,Severe Storm,MD,Washington County,SNOW,3179
8/26/2003,2003,8,Severe Storm,IN,Putnam County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
7/21/2003,2003,7,Severe Storm,VT,Bennington County,SEVERE STORMS AND FLOODING,1488
5/4/2003,2003,5,Severe Storm,TN,Wilson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,TN,Henderson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
7/4/2003,2003,7,Severe Storm,IN,Tippecanoe County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
2/14/2003,2003,2,Severe Storm,PA,Clinton County,SNOW,3180
6/11/2003,2003,6,Severe Storm,WV,Mason County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
2/16/2003,2003,2,Severe Storm,WV,Mason County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
6/13/2003,2003,6,Severe Storm,FL,Charlotte County,SEVERE STORMS AND FLOODING,1481
5/5/2003,2003,5,Severe Storm,AL,Cherokee County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/4/2003,2003,5,Severe Storm,MO,Bates County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/16/2003,2003,2,Severe Storm,WV,Ohio County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
7/4/2003,2003,7,Severe Storm,IN,Hancock County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
8/26/2003,2003,8,Severe Storm,IN,Hancock County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
6/11/2003,2003,6,Severe Storm,WV,Logan County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Logan County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Logan County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
2/14/2003,2003,2,Severe Storm,PA,York County,SNOW,3180
2/15/2003,2003,2,Severe Storm,KY,Lawrence County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Lawrence County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
6/14/2003,2003,6,Severe Storm,KY,Lawrence County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
5/5/2003,2003,5,Severe Storm,AL,Etowah County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/15/2003,2003,2,Severe Storm,KY,Scott County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
8/26/2003,2003,8,Severe Storm,IN,Hendricks County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
5/4/2003,2003,5,Severe Storm,TN,Cheatham County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
7/21/2003,2003,7,Severe Storm,VT,Windham County,SEVERE STORMS AND FLOODING,1488
5/4/2003,2003,5,Severe Storm,MO,Marion County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,MS,Monroe County,"SEVERE STORMS, TORNADOES AND HIGH WINDS",1470
5/4/2003,2003,5,Severe Storm,MO,Platte County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,KY,Washington County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Washington County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
6/9/2003,2003,6,Severe Storm,NE,Douglas County,SEVERE STORMS AND TORNADOES,1480
7/4/2003,2003,7,Severe Storm,IN,Jasper County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
7/21/2003,2003,7,Severe Storm,PA,Forest County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
2/15/2003,2003,2,Severe Storm,KY,Nicholas County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Nicholas County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
4/6/2003,2003,4,Severe Storm,MS,Walthall County,"SEVERE STORMS, TORNADOES, FLOODS",1459
5/4/2003,2003,5,Severe Storm,MO,Jackson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
7/21/2003,2003,7,Severe Storm,PA,Crawford County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
2/14/2003,2003,2,Severe Storm,PA,Northumberland County,SNOW,3180
2/14/2003,2003,2,Severe Storm,OH,Morgan County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,MO,Greene County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Cooper County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
4/6/2003,2003,4,Severe Storm,MS,Marion County,"SEVERE STORMS, TORNADOES, FLOODS",1459
5/2/2003,2003,5,Severe Storm,AR,Van Buren County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
2/14/2003,2003,2,Severe Storm,TN,Bledsoe County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Bledsoe County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
7/21/2003,2003,7,Severe Storm,NY,Allegany County,"SEVERE STORMS, FLOODING, AND TORNADOES",1486
10/15/2003,2003,10,Severe Storm,WA,Thurston County,SEVERE STORMS AND FLOODING,1499
5/6/2003,2003,5,Severe Storm,IL,Tazewell County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/4/2003,2003,5,Severe Storm,KY,Crittenden County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
2/14/2003,2003,2,Severe Storm,TN,Sequatchie County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Sequatchie County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/15/2003,2003,2,Severe Storm,KY,Letcher County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
6/14/2003,2003,6,Severe Storm,KY,Letcher County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
5/6/2003,2003,5,Severe Storm,IL,Schuyler County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/4/2003,2003,5,Severe Storm,KY,Carlisle County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
7/4/2003,2003,7,Severe Storm,IN,Clinton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
11/11/2003,2003,11,Severe Storm,WV,Mercer County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Mercer County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
2/15/2003,2003,2,Severe Storm,KY,Leslie County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
6/14/2003,2003,6,Severe Storm,KY,Leslie County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
5/4/2003,2003,5,Severe Storm,TN,Monroe County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/6/2003,2003,5,Severe Storm,IL,Massac County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/4/2003,2003,5,Severe Storm,MO,Gasconade County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,TN,Rhea County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Rhea County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/14/2003,2003,2,Severe Storm,OH,Harrison County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/5/2003,2003,5,Severe Storm,AL,Morgan County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/5/2003,2003,5,Severe Storm,MS,Lowndes County,"SEVERE STORMS, TORNADOES AND HIGH WINDS",1470
2/15/2003,2003,2,Severe Storm,VA,Clarke County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
2/14/2003,2003,2,Severe Storm,TN,Fentress County,SEVERE STORMS AND FLOODING,1456
5/8/2003,2003,5,Severe Storm,OK,Muskogee County,SEVERE STORMS AND TORNADOES,1465
5/4/2003,2003,5,Severe Storm,MO,Camden County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/8/2003,2003,5,Severe Storm,OK,Roger Mills County,SEVERE STORMS AND TORNADOES,1465
5/4/2003,2003,5,Severe Storm,MO,Clay County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,PA,Greene County,SNOW,3180
2/14/2003,2003,2,Severe Storm,OH,Scioto County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,TN,Carroll County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,MO,Perry County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Russell County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/16/2003,2003,2,Severe Storm,DC,District of Columbia County-equivalent,SNOW,3178
6/11/2003,2003,6,Severe Storm,WV,Monongalia County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Monongalia County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Monongalia County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
3/6/2003,2003,3,Severe Storm,AK,Kenai Peninsula Borough,"SEVERE WINTER STORM, INCLUDING HIGH WINDS AND FREEZING TEMPERATURES",1461
10/15/2003,2003,10,Severe Storm,WA,Island County,SEVERE STORMS AND FLOODING,1499
5/4/2003,2003,5,Severe Storm,MO,Ste. Genevieve County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/8/2003,2003,5,Severe Storm,OK,Lincoln County,SEVERE STORMS AND TORNADOES,1465
5/8/2003,2003,5,Severe Storm,OK,Osage County,SEVERE STORMS AND TORNADOES,1465
2/15/2003,2003,2,Severe Storm,VA,Pittsylvania County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
2/15/2003,2003,2,Severe Storm,KY,Breathitt County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Breathitt County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
6/14/2003,2003,6,Severe Storm,KY,Breathitt County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
5/2/2003,2003,5,Severe Storm,AR,Nevada County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
2/15/2003,2003,2,Severe Storm,VA,Wythe County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
7/21/2003,2003,7,Severe Storm,VT,Windsor County,SEVERE STORMS AND FLOODING,1488
10/15/2003,2003,10,Severe Storm,WA,Chelan County,SEVERE STORMS AND FLOODING,1499
5/4/2003,2003,5,Severe Storm,KS,Wyandotte County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
5/8/2003,2003,5,Severe Storm,OK,Garvin County,SEVERE STORMS AND TORNADOES,1465
2/15/2003,2003,2,Severe Storm,VA,Manassas Park,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
2/14/2003,2003,2,Severe Storm,TN,Stewart County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Stewart County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
10/15/2003,2003,10,Severe Storm,WA,Whatcom County,SEVERE STORMS AND FLOODING,1499
2/14/2003,2003,2,Severe Storm,OH,Adams County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
2/14/2003,2003,2,Severe Storm,MD,Prince George's County,SNOW,3179
6/9/2003,2003,6,Severe Storm,NE,Knox County,SEVERE STORMS AND TORNADOES,1480
5/4/2003,2003,5,Severe Storm,TN,Williamson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,MO,St. Louis County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/6/2003,2003,5,Severe Storm,IL,Pike County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/6/2003,2003,5,Severe Storm,IL,Adams County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/8/2003,2003,5,Severe Storm,OK,Washington County,SEVERE STORMS AND TORNADOES,1465
7/4/2003,2003,7,Severe Storm,IN,Jay County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
8/26/2003,2003,8,Severe Storm,IN,Jay County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
5/4/2003,2003,5,Severe Storm,MO,Knox County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,St. Clair County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
7/4/2003,2003,7,Severe Storm,IN,Fountain County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
2/14/2003,2003,2,Severe Storm,OH,Miami County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
7/4/2003,2003,7,Severe Storm,IN,Newton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/4/2003,2003,5,Severe Storm,KY,Larue County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
4/6/2003,2003,4,Severe Storm,MS,Lincoln County,"SEVERE STORMS, TORNADOES, FLOODS",1459
2/15/2003,2003,2,Severe Storm,KY,Rowan County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Rowan County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
6/14/2003,2003,6,Severe Storm,KY,Rowan County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
2/15/2003,2003,2,Severe Storm,KY,Boyd County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Boyd County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
6/14/2003,2003,6,Severe Storm,KY,Boyd County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
5/5/2003,2003,5,Severe Storm,AL,Mobile County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/14/2003,2003,2,Severe Storm,PA,Delaware County,SNOW,3180
