date,year,month,category,state,county,title,fema_number
11/11/2003,2003,11,Severe Storm,WV,Marshall County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Marshall County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
2/15/2003,2003,2,Severe Storm,VA,Scott County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/4/2003,2003,5,Severe Storm,TN,Benton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,TN,Robertson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,TN,Macon County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/14/2003,2003,2,Severe Storm,OH,Jackson County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,TN,Jefferson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
11/11/2003,2003,11,Severe Storm,WV,Calhoun County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Calhoun County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,MO,Saline County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,VA,Dickenson County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
7/21/2003,2003,7,Severe Storm,TN,Shelby County,"SEVERE STORMS, HIGH WINDS, AND HEAVY RAIN",1482
5/4/2003,2003,5,Severe Storm,TN,Shelby County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/15/2003,2003,2,Severe Storm,VA,Falls Church,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
6/13/2003,2003,6,Severe Storm,FL,DeSoto County,SEVERE STORMS AND FLOODING,1481
2/14/2003,2003,2,Severe Storm,PA,Perry County,SNOW,3180
6/11/2003,2003,6,Severe Storm,WV,Doddridge County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Doddridge County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
5/5/2003,2003,5,Severe Storm,AL,Lee County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/4/2003,2003,5,Severe Storm,MO,Ray County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,VA,Arlington County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
4/6/2003,2003,4,Severe Storm,MS,Smith County,"SEVERE STORMS, TORNADOES, FLOODS",1459
2/15/2003,2003,2,Severe Storm,VA,Winchester,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
7/4/2003,2003,7,Severe Storm,IN,Adams County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
2/14/2003,2003,2,Severe Storm,TN,Hancock County,SEVERE STORMS AND FLOODING,1456
6/9/2003,2003,6,Severe Storm,NE,McPherson County,SEVERE STORMS AND TORNADOES,1480
5/4/2003,2003,5,Severe Storm,TN,Knox County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,MO,Shelby County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
11/18/2003,2003,11,Severe Storm,VA,Tazewell County,SEVERE STORMS AND FLOODING,1502
2/15/2003,2003,2,Severe Storm,VA,Tazewell County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/4/2003,2003,5,Severe Storm,KS,Labette County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
2/14/2003,2003,2,Severe Storm,PA,Montgomery County,SNOW,3180
2/15/2003,2003,2,Severe Storm,KY,Floyd County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
6/14/2003,2003,6,Severe Storm,KY,Floyd County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
5/4/2003,2003,5,Severe Storm,KS,Osage County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
6/11/2003,2003,6,Severe Storm,WV,Putnam County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Putnam County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Putnam County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
8/26/2003,2003,8,Severe Storm,IN,Johnson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
2/15/2003,2003,2,Severe Storm,KY,Breckinridge County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Breckinridge County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
2/14/2003,2003,2,Severe Storm,MD,Queen Anne's County,SNOW,3179
5/4/2003,2003,5,Severe Storm,MO,Montgomery County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/16/2003,2003,2,Severe Storm,WV,Mineral County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,MO,Benton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,VA,Floyd County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
2/14/2003,2003,2,Severe Storm,OH,Perry County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,TN,Sumner County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/14/2003,2003,2,Severe Storm,TN,Houston County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Houston County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/4/2003,2003,5,Severe Storm,MO,Stoddard County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,OH,Meigs County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,MO,Randolph County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,KY,Morgan County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
2/14/2003,2003,2,Severe Storm,OH,Licking County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,MO,Johnson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Scott County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Monroe County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/4/2003,2003,5,Severe Storm,KY,Boyle County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
7/21/2003,2003,7,Severe Storm,PA,Wyoming County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
6/11/2003,2003,6,Severe Storm,WV,Boone County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Boone County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Boone County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,MO,Laclede County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,KY,Robertson County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
4/6/2003,2003,4,Severe Storm,MS,Madison County,"SEVERE STORMS, TORNADOES, FLOODS",1459
6/9/2003,2003,6,Severe Storm,NE,Cuming County,SEVERE STORMS AND TORNADOES,1480
7/4/2003,2003,7,Severe Storm,IN,Noble County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/4/2003,2003,5,Severe Storm,MO,Osage County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,MS,Lee County,"SEVERE STORMS, TORNADOES AND HIGH WINDS",1470
6/11/2003,2003,6,Severe Storm,WV,Tucker County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
2/16/2003,2003,2,Severe Storm,WV,Tucker County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/5/2003,2003,5,Severe Storm,MS,Pontotoc County,"SEVERE STORMS, TORNADOES AND HIGH WINDS",1470
5/4/2003,2003,5,Severe Storm,MO,Taney County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
11/11/2003,2003,11,Severe Storm,WV,Pocahontas County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Pocahontas County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
7/21/2003,2003,7,Severe Storm,NY,Sullivan County,"SEVERE STORMS, FLOODING, AND TORNADOES",1486
5/4/2003,2003,5,Severe Storm,MO,Ralls County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,TN,Gibson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
7/4/2003,2003,7,Severe Storm,IN,Parke County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/4/2003,2003,5,Severe Storm,TN,Trousdale County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/15/2003,2003,2,Severe Storm,VA,Manassas,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
7/4/2003,2003,7,Severe Storm,IN,Owen County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
8/26/2003,2003,8,Severe Storm,IN,Owen County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
7/21/2003,2003,7,Severe Storm,NY,Rensselaer County,"SEVERE STORMS, FLOODING, AND TORNADOES",1486
2/15/2003,2003,2,Severe Storm,VA,Henry County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
2/15/2003,2003,2,Severe Storm,KY,Clay County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
6/14/2003,2003,6,Severe Storm,KY,Clay County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
2/14/2003,2003,2,Severe Storm,TN,Hardin County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,TN,Hardin County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
6/13/2003,2003,6,Severe Storm,FL,Pasco County,SEVERE STORMS AND FLOODING,1481
5/4/2003,2003,5,Severe Storm,MO,Audrain County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Barbour County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
10/15/2003,2003,10,Severe Storm,WA,San Juan County,SEVERE STORMS AND FLOODING,1499
2/14/2003,2003,2,Severe Storm,PA,Fulton County,SNOW,3180
5/5/2003,2003,5,Severe Storm,AL,Limestone County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/5/2003,2003,5,Severe Storm,AL,Chambers County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/2/2003,2003,5,Severe Storm,AR,White County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
5/4/2003,2003,5,Severe Storm,KY,Hart County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
5/5/2003,2003,5,Severe Storm,AL,Clay County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/15/2003,2003,2,Severe Storm,KY,Grant County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/5/2003,2003,5,Severe Storm,AL,Washington County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/15/2003,2003,2,Severe Storm,VA,Russell County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/4/2003,2003,5,Severe Storm,MO,Phelps County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Blount County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/15/2003,2003,2,Severe Storm,KY,Carter County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Carter County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
6/14/2003,2003,6,Severe Storm,KY,Carter County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1475
2/14/2003,2003,2,Severe Storm,MD,Charles County,SNOW,3179
5/8/2003,2003,5,Severe Storm,OK,Oklahoma County,SEVERE STORMS AND TORNADOES,1465
2/14/2003,2003,2,Severe Storm,MD,Baltimore,SNOW,3179
5/6/2003,2003,5,Severe Storm,IL,Fulton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/5/2003,2003,5,Severe Storm,AL,Shelby County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
11/11/2003,2003,11,Severe Storm,WV,Braxton County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Braxton County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
7/4/2003,2003,7,Severe Storm,OH,Pike County,SEVERE STORMS AND FLOODING,1478
2/14/2003,2003,2,Severe Storm,OH,Pike County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/5/2003,2003,5,Severe Storm,AL,Cullman County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/15/2003,2003,2,Severe Storm,KY,Menifee County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/8/2003,2003,5,Severe Storm,OK,Grady County,SEVERE STORMS AND TORNADOES,1465
6/11/2003,2003,6,Severe Storm,WV,Wayne County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Wayne County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Wayne County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/5/2003,2003,5,Severe Storm,AL,Clarke County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
5/4/2003,2003,5,Severe Storm,KS,Seward County,"SEVERE STORMS, TORNADOES, AND FLOODING",1462
5/4/2003,2003,5,Severe Storm,TN,Grundy County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/15/2003,2003,2,Severe Storm,KY,Estill County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Estill County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
5/5/2003,2003,5,Severe Storm,AL,Walker County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
2/14/2003,2003,2,Severe Storm,PA,Adams County,SNOW,3180
2/15/2003,2003,2,Severe Storm,VA,Roanoke,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
2/15/2003,2003,2,Severe Storm,VA,Pulaski County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
7/21/2003,2003,7,Severe Storm,PA,Clarion County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
5/4/2003,2003,5,Severe Storm,KY,Bullitt County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
7/4/2003,2003,7,Severe Storm,IN,Howard County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/8/2003,2003,5,Severe Storm,OK,Logan County,SEVERE STORMS AND TORNADOES,1465
6/9/2003,2003,6,Severe Storm,NE,Polk County,SEVERE STORMS AND TORNADOES,1480
7/21/2003,2003,7,Severe Storm,PA,McKean County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
7/4/2003,2003,7,Severe Storm,OH,Crawford County,SEVERE STORMS AND FLOODING,1478
5/4/2003,2003,5,Severe Storm,MO,Pulaski County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
7/21/2003,2003,7,Severe Storm,PA,Mercer County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
6/11/2003,2003,6,Severe Storm,WV,Harrison County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Harrison County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Harrison County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,KY,McLean County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
2/15/2003,2003,2,Severe Storm,VA,Norton,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/4/2003,2003,5,Severe Storm,MO,Oregon County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/5/2003,2003,5,Severe Storm,AL,Lawrence County,"SEVERE STORMS, TORNADOES, AND FLOODING",1466
7/4/2003,2003,7,Severe Storm,OH,Mercer County,SEVERE STORMS AND FLOODING,1478
7/4/2003,2003,7,Severe Storm,IN,Porter County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
5/4/2003,2003,5,Severe Storm,MO,Iron County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
7/4/2003,2003,7,Severe Storm,IN,Warren County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
7/4/2003,2003,7,Severe Storm,IN,Montgomery County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
8/26/2003,2003,8,Severe Storm,IN,Montgomery County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
4/6/2003,2003,4,Severe Storm,MS,Jasper County,"SEVERE STORMS, TORNADOES, FLOODS",1459
11/11/2003,2003,11,Severe Storm,WV,Summers County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Summers County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,TN,Montgomery County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
5/8/2003,2003,5,Severe Storm,OK,Pontotoc County,SEVERE STORMS AND TORNADOES,1465
2/14/2003,2003,2,Severe Storm,OH,Belmont County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
2/15/2003,2003,2,Severe Storm,VA,Orange County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/6/2003,2003,5,Severe Storm,IL,Mason County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
5/4/2003,2003,5,Severe Storm,MO,Jasper County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Henry County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Christian County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/15/2003,2003,2,Severe Storm,KY,Pendleton County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
6/9/2003,2003,6,Severe Storm,NE,Cedar County,SEVERE STORMS AND TORNADOES,1480
5/4/2003,2003,5,Severe Storm,MO,Lafayette County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Lawrence County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,TN,Johnson County,SEVERE STORMS AND FLOODING,1456
5/4/2003,2003,5,Severe Storm,MO,Newton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
7/4/2003,2003,7,Severe Storm,IN,Miami County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
2/14/2003,2003,2,Severe Storm,MD,Frederick County,SNOW,3179
5/4/2003,2003,5,Severe Storm,MO,Barton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
7/21/2003,2003,7,Severe Storm,PA,Wayne County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
2/14/2003,2003,2,Severe Storm,MD,Howard County,SNOW,3179
5/2/2003,2003,5,Severe Storm,AR,Chicot County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
5/4/2003,2003,5,Severe Storm,MO,Webster County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,TN,Bedford County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
6/11/2003,2003,6,Severe Storm,WV,Marion County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1474
11/11/2003,2003,11,Severe Storm,WV,Marion County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Marion County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,TN,Cocke County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
6/9/2003,2003,6,Severe Storm,NE,Thayer County,SEVERE STORMS AND TORNADOES,1480
5/2/2003,2003,5,Severe Storm,AR,Conway County,"SEVERE STORMS, TORNADOES, AND FLOODING",1472
5/8/2003,2003,5,Severe Storm,OK,Cimarron County,SEVERE STORMS AND TORNADOES,1465
7/21/2003,2003,7,Severe Storm,NY,Madison County,"SEVERE STORMS, FLOODING, AND TORNADOES",1486
7/21/2003,2003,7,Severe Storm,NY,Montgomery County,"SEVERE STORMS, FLOODING, AND TORNADOES",1486
2/15/2003,2003,2,Severe Storm,KY,Clark County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/6/2003,2003,5,Severe Storm,IL,Pulaski County,"SEVERE STORMS, TORNADOES, AND FLOODING",1469
2/15/2003,2003,2,Severe Storm,VA,Montgomery County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",1458
5/8/2003,2003,5,Severe Storm,OK,Kingfisher County,SEVERE STORMS AND TORNADOES,1465
5/4/2003,2003,5,Severe Storm,KY,Jefferson County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
5/5/2003,2003,5,Severe Storm,MS,Calhoun County,"SEVERE STORMS, TORNADOES AND HIGH WINDS",1470
4/6/2003,2003,4,Severe Storm,MS,Scott County,"SEVERE STORMS, TORNADOES, FLOODS",1459
5/4/2003,2003,5,Severe Storm,TN,Dyer County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
4/6/2003,2003,4,Severe Storm,MS,Clarke County,"SEVERE STORMS, TORNADOES, FLOODS",1459
5/4/2003,2003,5,Severe Storm,MO,Dallas County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/16/2003,2003,2,Severe Storm,WV,Grant County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
11/11/2003,2003,11,Severe Storm,WV,Wetzel County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Wetzel County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
5/4/2003,2003,5,Severe Storm,TN,Hardeman County,"SEVERE STORMS, TORNADOES, AND FLOODING",1464
2/14/2003,2003,2,Severe Storm,MD,Carroll County,SNOW,3179
5/8/2003,2003,5,Severe Storm,OK,Okmulgee County,SEVERE STORMS AND TORNADOES,1465
7/4/2003,2003,7,Severe Storm,IN,Morgan County,"SEVERE STORMS, TORNADOES, AND FLOODING",1476
8/26/2003,2003,8,Severe Storm,IN,Morgan County,"SEVERE STORMS, TORNADOES, AND FLOODING",1487
2/15/2003,2003,2,Severe Storm,KY,Fleming County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Fleming County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
7/21/2003,2003,7,Severe Storm,PA,Potter County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
2/14/2003,2003,2,Severe Storm,OH,Hocking County,SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,1453
5/4/2003,2003,5,Severe Storm,KY,Garrard County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
7/21/2003,2003,7,Severe Storm,PA,Venango County,"SEVERE STORMS, TORNADOES, AND FLOODING",1485
5/4/2003,2003,5,Severe Storm,MO,Miller County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
5/4/2003,2003,5,Severe Storm,MO,Callaway County,"SEVERE STORMS, TORNADOES, AND FLOODING",1463
2/14/2003,2003,2,Severe Storm,PA,Berks County,SNOW,3180
3/27/2003,2003,3,Severe Storm,FL,Miami-Dade County,SEVERE STORMS AND TORNADOES,1460
2/15/2003,2003,2,Severe Storm,KY,Anderson County,"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1454
5/4/2003,2003,5,Severe Storm,KY,Anderson County,"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1471
2/14/2003,2003,2,Severe Storm,PA,Lancaster County,SNOW,3180
11/11/2003,2003,11,Severe Storm,WV,Greenbrier County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
2/16/2003,2003,2,Severe Storm,WV,Greenbrier County,"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",1455
11/11/2003,2003,11,Severe Storm,WV,Pendleton County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1500
