,date,year,month,category,state,county,title,fema_number,area
3415,3/13/19,2019,3,Flood,NE,Ponca TDSA,SEVERE STORMS AND FLOODING,4446,"76,878"
3417,2/24/19,2019,2,Flood,IL,Adams County,SEVERE STORMS AND FLOODING,4461,"55,593"
3445,5/21/19,2019,5,Flood,AR,Arkansas County,SEVERE STORMS AND FLOODING,3414,"52,075"
3461,2/19/19,2019,2,Flood,TN,Anderson County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4427,"41,220"
3520,6/24/19,2019,6,Flood,TX,Cameron County,SEVERE STORMS AND FLOODING,4454,"261,914"
3523,5/10/19,2019,5,Flood,LA,Assumption Parish,FLOODING,3413,"43,566"
3534,3/9/19,2019,3,Flood,NE,Omaha Indian Reservation,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4420,"76,878"
3623,4/15/19,2019,4,Flood,VT,Bennington County,SEVERE STORMS AND FLOODING,4445,"9,249"
3629,2/5/19,2019,2,Flood,OH,Adams County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4424,"40,953"
3650,5/21/19,2019,5,Flood,SD,Cheyenne River Indian Reservation,SEVERE STORMS AND FLOODING,4463,"75,898"
3677,5/21/19,2019,5,Flood,AR,Searcy County,SEVERE STORMS AND FLOODING,4441,"52,075"
3694,5/10/19,2019,5,Flood,LA,Assumption Parish,FLOODING,4462,"43,566"
3708,3/13/19,2019,3,Flood,SD,Lake Traverse Sisseton Indian Reservation,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4440,"75,898"
3770,3/21/19,2019,3,Flood,ND,Adams County,FLOODING,4444,"68,994"
3789,9/17/19,2019,9,Flood,TX,Chambers County,Tropical Sorm,4466,"261,914"
3796,4/6/19,2019,4,Flood,OR,Curry County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4452,"96,003"
3802,7/18/19,2019,7,Flood,WI,Menominee Indian Reservation,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4459,"54,314"
3822,10/9/18,2018,10,Flood,MN,St. Louis County,SEVERE STORMS AND FLOODING,4414,"79,617"
3823,4/7/19,2019,4,Flood,ID,Nez Perce Indian Reservation,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4443,"82,751"
3829,6/23/19,2019,6,Flood,AR,Madison County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4460,"52,075"
3832,3/11/19,2019,3,Flood,MO,Andrew County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4435,"68,898"
3848,5/7/19,2019,5,Flood,OK,Haskell County,FLOODING,3411,"68,679"
3858,3/12/19,2019,3,Flood,MN,Prairie Island Community Indian Reservation,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",4442,"79,617"
3913,9/10/18,2018,9,Flood,TX,Archer County,SEVERE STORMS AND FLOODING,4416,"261,914"
3949,3/12/19,2019,3,Flood,IA,Adair County,SEVERE STORMS AND FLOODING,4421,"55,875"
4029,4/2/15,2015,4,Flood,KY,Breathitt County,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4217,"39,732"
4058,5/18/15,2015,5,Flood,LA,Bossier Parish,SEVERE STORMS AND FLOODING,4228,"43,566"
4065,5/24/15,2015,5,Flood,WY,Albany County,SEVERE STORMS AND FLOODING,4227,"97,105"
4069,3/3/15,2015,3,Flood,KY,Anderson County,"SEVERE WINTER STORM, SNOWSTORM, FLOODING, LANDSLIDES, AND MUDSLIDES",4218,"39,732"
4128,12/4/14,2014,12,Flood,CA,Soboba Indian Reservation,"SEVERE STORMS, FLOODING, AND MUDSLIDES",4206,"155,973"
4129,10/1/15,2015,10,Flood,SC,Abbeville County,SEVERE STORMS AND FLOODING,4241,"30,111"
4165,4/13/15,2015,4,Flood,WV,Cabell County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4221,"24,087"
4173,5/4/15,2015,5,Flood,CO,Adams County,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4229,"103,730"
4188,4/8/15,2015,4,Flood,WV,Braxton County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4220,"24,087"
4200,3/29/17,2017,3,Flood,ID,Ada County,FLOODING,4342,"82,751"
4202,3/6/17,2017,3,Flood,ID,Benewah County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4313,"82,751"
4211,2/7/17,2017,2,Flood,UT,Box Elder County,SEVERE WINTER STORMS AND FLOODING,4311,"82,168"
4213,4/28/17,2017,4,Flood,MO,Barry County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4317,"68,898"
4268,10/4/17,2017,10,Flood,NM,Pueblo of Acoma,SEVERE STORMS AND FLOODING,4352,"121,365"
4269,2/1/17,2017,2,Flood,CA,Tule River Indian Reservation,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",4308,"155,973"
4313,5/2/17,2017,5,Flood,NY,Cayuga County,FLOODING,4348,
4321,1/30/17,2017,1,Flood,WA,Adams County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",4309,"66,582"
4336,1/18/17,2017,1,Flood,CA,Alameda County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",4305,"155,973"
4358,3/23/17,2017,3,Flood,ND,Turtle Mountain Indian Reservation,FLOODING,4323,"68,994"
4369,5/6/17,2017,5,Flood,ID,Blaine County,"FLOODING, LANDSLIDES, AND MUDSLIDES",4333,"82,751"
4374,6/7/17,2017,6,Flood,WY,Fremont County,FLOODING,4327,"97,105"
4377,2/5/17,2017,2,Flood,ID,Bingham County,SEVERE WINTER STORMS AND FLOODING,4310,"82,751"
4388,6/1/11,2011,6,Tornado,MA,Worcester County,SEVERE STORMS AND TORNADOES,1994,"7,838"
4390,6/11/16,2016,6,Tornado,MT,Fallon County,TORNADO,4275,"145,556"
4391,12/10/21,2021,12,Tornado,TN,Decatur County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4637,"41,220"
4405,5/15/18,2018,5,Tornado,CT,Fairfield County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS ",4385,"4,845"
4407,11/17/13,2013,11,Tornado,IL,Champaign County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4157,"55,593"
4422,5/18/13,2013,5,Tornado,OK,Atoka County,"SEVERE STORMS, TORNADOES, AND FLOODING",4117,"68,679"
4443,8/12/05,2005,8,Tornado,WY,Campbell County,TORNADO,1599,"97,105"
4444,11/6/05,2005,11,Tornado,IN,Vanderburgh County,TORNADO AND SEVERE STORMS,1612,"35,870"
4446,4/9/09,2009,4,Tornado,AR,Howard County,SEVERE STORMS AND TORNADOES,1834,"52,075"
4451,12/10/21,2021,12,Tornado,TN,Cheatham County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3576,"41,220"
4460,12/10/21,2021,12,Tornado,AR,Craighead County,SEVERE STORMS AND TORNADOES,4633,"52,075"
4465,12/10/21,2021,12,Tornado,KY,Breckinridge County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",4630,"39,732"
4488,3/25/21,2021,3,Tornado,TN,Campbell County,"SEVERE STORMS, TORNADOES, AND FLOODING",4601,"41,220"
4512,12/10/21,2021,12,Tornado,IL,Bond County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3577,"55,593"
4526,12/10/21,2021,12,Tornado,KY,Breckinridge County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",3575,"39,732"
4542,9/16/10,2010,9,Tornado,NY,Kings County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",1943,
4545,6/17/10,2010,6,Tornado,MN,Blue Earth County,"SEVERE STORMS, TORNADOES, AND FLOODING",1921,"79,617"
4558,5/11/14,2014,5,Tornado,NE,Clay County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4179,"76,878"
4564,3/28/20,2020,3,Tornado,AR,Craighead County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4544,"52,075"
4565,3/3/20,2020,3,Tornado,TN,Benton County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4476,"41,220"
4571,4/12/20,2020,4,Tornado,AR,Arkansas County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4556,"52,075"
4583,4/19/23,2023,4,Tornado,OK,Cleveland County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706,"68,679"
4586,5/27/19,2019,5,Tornado,OH,Columbiana County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDE",4447,"40,953"
4598,3/3/19,2019,3,Tornado,AL,Lee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4419,"50,750"
4599,12/23/14,2014,12,Tornado,MS,Marion County,SEVERE STORMS AND TORNADOES,4205,"46,914"
4600,1/20/17,2017,1,Tornado,MS,Lauderdale County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4295,"46,914"
4604,1/21/17,2017,1,Tornado,GA,Appling County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4297,"57,919"
4627,2/7/17,2017,2,Tornado,LA,Livingston Parish,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4300,"43,566"
4629,5/16/17,2017,5,Tornado,OK,Alfalfa County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4324,"68,679"
4645,8/2/11,2011,8,Fire,OK,Creek County,REGENCY FIRE,2943,"68,679"
4646,5/20/11,2011,5,Fire,AK,Fairbanks North Star Borough,MOOSE MOUNTAIN FIRE,2909,"570,641"
4647,9/4/11,2011,9,Fire,TX,Cass County,BEAR CREEK FIRE,2965,"261,914"
4649,7/15/11,2011,7,Fire,OK,Oklahoma County,EDMOND FIRE,2938,"68,679"
4650,6/15/11,2011,6,Fire,GA,Brantley County,RACEPOND WILDFIRE,2920,"57,919"
4653,4/6/11,2011,4,Fire,TX,Anderson County,WILDFIRES,1999,"261,914"
4775,4/13/11,2011,4,Fire,TX,Palo Pinto County,PK WEST FIRE,2888,"261,914"
4778,9/9/11,2011,9,Fire,TX,Bexar County,PAT GROSS FIRE,2968,"261,914"
4779,6/16/11,2011,6,Fire,TX,Travis County,GRAND MESA FIRE,2922,"261,914"
4781,3/12/11,2011,3,Fire,OK,McClain County,GOLDSBY FIRE,2871,"68,679"
4782,4/15/11,2011,4,Fire,TX,Wichita County,WICHITA FIRE COMPLEX,2891,"261,914"
4783,9/5/11,2011,9,Fire,TX,Grimes County,RILEY ROAD FIRE,2964,"261,914"
4786,8/31/11,2011,8,Fire,OK,Oklahoma County,WESTMINSTER FIRE,2954,"68,679"
4787,6/3/11,2011,6,Fire,TX,Shackelford County,SNYDER FIRE,2916,"261,914"
4788,6/24/11,2011,6,Fire,OK,Comanche County,MEDICINE PARK FIRE,2932,"68,679"
4789,4/17/11,2011,4,Fire,NM,Curry County,TIRE FIRE,2897,"121,365"
4791,5/9/11,2011,5,Fire,TX,Howard County,MATT LOOP FIRE,2908,"261,914"
4792,9/10/11,2011,9,Fire,CA,Kern County,COMANCHE FIRE COMPLEX,2971,"155,973"
4793,4/15/11,2011,4,Fire,TX,Jack County,BRYSON FIRE COMPLEX,2896,"261,914"
4794,2/19/11,2011,2,Fire,VA,Rockingham County,COFFMAN FIRE,2861,"39,598"
4795,8/5/11,2011,8,Fire,OK,Tulsa County,265TH WEST FIRE,2946,"68,679"
4796,9/5/11,2011,9,Fire,TX,Williamson County,MOONGLOW FIRE,2963,"261,914"
4797,8/4/11,2011,8,Fire,OK,Oklahoma County,COFFEE CREEK FIRE,2945,"68,679"
4798,4/17/11,2011,4,Fire,TX,Travis County,PINNACLE FIRE,2898,"261,914"
4799,5/8/11,2011,5,Fire,TX,Brewster County,GAGE HOLLAND FIRE,2906,"261,914"
4800,9/2/11,2011,9,Fire,CA,San Bernardino County,HILL FIRE,2955,"155,973"
4801,9/4/11,2011,9,Fire,TX,Travis County,STEINER RANCH FIRE,2960,"261,914"
4802,8/30/11,2011,8,Fire,TX,Palo Pinto County,101 RANCH FIRE,2952,"261,914"
4803,4/3/11,2011,4,Fire,NM,Bernalillo County,WHITE FIRE,2880,"121,365"
4805,3/12/11,2011,3,Fire,OK,Pottawatomie County,SHAWNEE FIRE,2872,"68,679"
4806,6/19/11,2011,6,Fire,TX,Walker County,COWBOY CHURCH FIRE,2929,"261,914"
4807,3/11/11,2011,3,Fire,TX,Jack County,ENMIN FIRE,2867,"261,914"
4808,6/26/11,2011,6,Fire,NM,Cochiti Pueblo Indian Reservation,LAS CONCHAS FIRE,2933,"121,365"
4814,4/15/11,2011,4,Fire,OK,Comanche County,GOODYEAR PLANT FIRE,2890,"68,679"
4815,4/14/11,2011,4,Fire,TX,Clay County,148/2332 FIRE,2899,"261,914"
4816,2/27/11,2011,2,Fire,TX,Motley County,MATADOR FIRE,2863,"261,914"
4817,11/18/11,2011,11,Fire,NV,Washoe County,CAUGHLIN FIRE,2973,"109,806"
4818,3/11/11,2011,3,Fire,OK,Oklahoma County,MIDWEST CITY FIRE COMPLEX,2869,"68,679"
4819,3/24/11,2011,3,Fire,OK,Osage County,OSAGE COUNTY FIRE COMPLEX,2874,"68,679"
4820,7/15/11,2011,7,Fire,OK,Murray County,FALLS CREEK FIRE,2939,"68,679"
4821,8/8/11,2011,8,Fire,OK,Cleveland County,CEDAR LANE FIRE,2948,"68,679"
4822,6/17/11,2011,6,Fire,TX,Harris County,FOREST BROOK FIRE,2924,"261,914"
4823,6/2/11,2011,6,Fire,TX,Jeff Davis County,TEJANO CANYON FIRE,2914,"261,914"
4824,6/15/11,2011,6,Fire,CO,Custer County,DUCKETT FIRE,2923,"103,730"
4826,6/18/11,2011,6,Fire,TX,Jasper County,POWERLINE FIRE,2926,"261,914"
4827,6/19/11,2011,6,Fire,TX,Clay County,MCDONALD 2 FIRE,2928,"261,914"
4828,7/11/11,2011,7,Fire,TX,Nolan County,NOLAN COUNTY FIRE COMPLEX,2937,"261,914"
4829,6/1/11,2011,6,Fire,AZ,Apache County,WALLOW FIRE,2915,"113,642"
4831,5/29/11,2011,5,Fire,TX,Randall County,PITT ROAD FIRE,2912,"261,914"
4832,6/18/11,2011,6,Fire,TX,Ellis County,COUNTY LINE FIRE,2925,"261,914"
4833,4/9/11,2011,4,Fire,TX,Jeff Davis County,ROCKHOUSE FIRE,2885,"261,914"
4835,8/30/11,2011,8,Fire,OK,Oklahoma County,63RD AND SOONER ROAD FIRE,2951,"68,679"
4836,4/6/11,2011,4,Fire,OK,Oklahoma County,JONES SPENCER FIRE,2883,"68,679"
4837,6/19/11,2011,6,Fire,TX,Grimes County,DYER MILL FIRE,2927,"261,914"
4838,3/24/11,2011,3,Fire,GA,Coffee County,MOSLEY ROAD FIRE,2876,"57,919"
4839,4/9/11,2011,4,Fire,TX,Midland County,HICKMAN FIRE,2886,"261,914"
4840,4/29/11,2011,4,Fire,TX,Archer County,SISK ROAD FIRE,2905,"261,914"
4842,3/11/11,2011,3,Fire,TX,Bosque County,BIG TRICKLE RANCH FIRE,2870,"261,914"
4844,8/31/11,2011,8,Fire,OK,Pottawatomie County,TWIN LAKES FIRE COMPLEX,2953,"68,679"
4845,6/20/11,2011,6,Fire,TX,Nolan County,WHITE HAT FIRE,2931,"261,914"
4846,9/8/11,2011,9,Fire,TX,Bexar County,BIG OAK FIRE,2967,"261,914"
4847,4/15/11,2011,4,Fire,TX,Eastland County,EAST SIDWYNICKS FIRE,2894,"261,914"
4848,7/26/11,2011,7,Fire,OK,Creek County,FRANKHOMA 81-FIRE,2940,"68,679"
4849,4/3/11,2011,4,Fire,KS,Haskell County,HASKELL COUNTY FIRE,2878,"81,823"
4851,9/4/11,2011,9,Fire,CA,Kern County,CANYON FIRE,2961,"155,973"
4852,10/3/11,2011,10,Fire,NV,Elko County,INDIAN CREEK FIRE,2972,"109,806"
4853,6/16/11,2011,6,Fire,GA,Ware County,SWEAT FARM AGAIN FIRE,2921,"57,919"
4854,6/12/11,2011,6,Fire,NM,Colfax County,TRACK FIRE,2918,"121,365"
4855,9/10/11,2011,9,Fire,CA,Kern County,KEENE FIRE COMPLEX,2970,"155,973"
4856,6/12/11,2011,6,Fire,AZ,Cochise County,MONUMENT FIRE,2919,"113,642"
4857,4/16/11,2011,4,Fire,TX,Palo Pinto County,PK EAST FIRE,2895,"261,914"
4860,4/26/11,2011,4,Fire,TX,Ector County,PLEASANT FARMS FIRE,2901,"261,914"
4861,8/7/11,2011,8,Fire,OK,Creek County,CLEVELAND-MANNFORD FIRE COMPLEX,2947,"68,679"
4863,2/27/11,2011,2,Fire,TX,Randall County,TANGLEWOOD FIRE COMPLEX,2864,"261,914"
4864,9/5/11,2011,9,Fire,TX,Montgomery County,TAMINA FIRE,2962,"261,914"
4865,3/25/11,2011,3,Fire,GA,Long County,ELAN CHURCH ROAD FIRE,2875,"57,919"
4866,9/4/11,2011,9,Fire,TX,Travis County,HODDE FIRE,2957,"261,914"
4867,4/9/11,2011,4,Fire,OK,Pawnee County,CLEVELAND FIRE,2887,"68,679"
4868,4/26/11,2011,4,Fire,TX,Kimble County,OASIS PIPELINE FIRE,2903,"261,914"
4869,4/4/11,2011,4,Fire,TX,Webb County,EL CENIZO FIRE,2882,"261,914"
4870,8/2/11,2011,8,Fire,OK,Cleveland County,ANDERSON ROAD FIRE,2942,"68,679"
4871,4/3/11,2011,4,Fire,CO,Larimer County,CRYSTAL FIRE,2877,"103,730"
4872,4/26/11,2011,4,Fire,FL,Collier County,SLOPE FIRE,2902,"53,997"
4873,8/2/11,2011,8,Fire,OK,Tulsa County,TURLEY FIRE,2944,"68,679"
4874,5/29/11,2011,5,Fire,TX,Potter County,STONE RIDGE FIRE,2913,"261,914"
4875,4/9/11,2011,4,Fire,TX,Palo Pinto County,HOHERTZ FIRE,2893,"261,914"
4878,5/8/11,2011,5,Fire,AZ,Cochise County,HORSESHOE TWO FIRE,2907,"113,642"
4879,4/22/11,2011,4,Fire,NE,Thomas County,THEDFORD FIRE,2900,"76,878"
4880,6/10/11,2011,6,Fire,NM,Catron County,WALLOW FIRE,2917,"121,365"
4881,9/8/11,2011,9,Fire,WA,Klickitat County,MONASTERY FIRE COMPLEX,2966,"66,582"
4882,4/3/11,2011,4,Fire,OK,Texas County,GUYMON FIRE,2879,"68,679"
4883,2/27/11,2011,2,Fire,TX,Mitchell County,MITCHELL FIRE COMPLEX,2865,"261,914"
4884,2/27/11,2011,2,Fire,TX,Potter County,WILLOW CREEK SOUTH FIRE COMPLEX,2862,"261,914"
4885,7/4/11,2011,7,Fire,NC,Bladen County,SIMMONS ROAD FIRE,2936,"48,718"
4887,4/11/11,2011,4,Fire,TX,Fisher County,COOPER MOUNTAIN RANCH FIRE,2889,"261,914"
4890,4/6/11,2011,4,Fire,TX,King County,SWENSON FIRE,2884,"261,914"
4893,3/21/11,2011,3,Fire,CO,Jefferson County,INDIAN GULCH FIRE,2873,"103,730"
4894,3/11/11,2011,3,Fire,OK,Oklahoma County,HARRAH FIRE,2868,"68,679"
4895,5/24/11,2011,5,Fire,TX,Midland County,CEED FIRE,2910,"261,914"
4896,8/1/11,2011,8,Fire,OK,Canadian County,MUSTANG ROAD FIRE,2941,"68,679"
4897,4/29/11,2011,4,Fire,TX,Wilbarger County,WAGGONER RANCH FIRE,2904,"261,914"
4898,6/28/11,2011,6,Fire,NM,Lincoln County,DONALDSON FIRE,2935,"121,365"
4899,6/20/11,2011,6,Fire,TX,Howard County,BOYKEN ROAD FIRE,2930,"261,914"
4900,8/29/11,2011,8,Fire,MT,Yellowstone County,CANYON CREEK FIRE,2950,"145,556"
4901,4/11/11,2011,4,Fire,TX,Coke County,WILDCAT FIRE,2892,"261,914"
4903,8/30/11,2011,8,Fire,TX,Briscoe County,WILDFIRES,4029,"261,914"
4968,3/7/11,2011,3,Fire,NM,Grant County,QUAIL RIDGE FIRE,2866,"121,365"
4969,9/10/11,2011,9,Fire,NV,Douglas County,HOLBROOK FIRE,2969,"109,806"
4970,9/4/11,2011,9,Fire,TX,Travis County,PEDERNALES BEND FIRE,2959,"261,914"
4971,6/28/11,2011,6,Fire,NM,Otero County,LITTLE LEWIS FIRE,2934,"121,365"
4972,9/3/11,2011,9,Fire,OK,Comanche County,FERGUSON FIRE,2956,"68,679"
4973,2/19/11,2011,2,Fire,VA,Warren County,SMITH FIRE,2860,"39,598"
4974,5/29/11,2011,5,Fire,TX,Hutchinson County,REIMER FIRE,2911,"261,914"
4975,4/3/11,2011,4,Fire,TX,Ector County,BATES FIELD FIRE,2881,"261,914"
4977,8/15/11,2011,8,Fire,TX,Williamson County,HORSESHOE FIRE,2949,"261,914"
4978,9/4/11,2011,9,Fire,TX,Bastrop County,BASTROP COUNTY FIRE COMPLEX,2958,"261,914"
4979,9/3/04,2004,9,Fire,CA,Calaveras County,CA-PATTISON FIRE-09-03-2004,2553,"155,973"
4980,7/17/04,2004,7,Fire,CA,Riverside County,CA-MELTON WILDFIRE-07-18-2004,2533,"155,973"
4981,9/12/04,2004,9,Fire,CA,Mariposa County,RIX-CA-OLD HIGHWAY WILDFIRE 9/13/04,2555,"155,973"
4982,7/17/04,2004,7,Fire,CA,Los Angeles County,CA-FOOTHILL WILDFIRE-07-18-2004,2534,"155,973"
4983,8/11/04,2004,8,Fire,CA,Butte County,CA OREGON FIRE 08-11-2004,2545,"155,973"
4984,8/9/04,2004,8,Fire,AK,Dot Lake ANV/ANVSA,AK-TAYLOR COMPLEX FIRE-09-01-2004,2551,"570,641"
4989,5/2/04,2004,5,Fire,CA,Riverside County,CA-EAGLE FIRE-05-04-2004,2516,"155,973"
4990,7/14/04,2004,7,Fire,CA,El Dorado County,CA-HOLLOW FIRE-07-14-2004,2532,"155,973"
4991,4/1/04,2004,4,Fire,CO,Larimer County,CO - PICNIC ROCK FIRE - 03/30/2004,2514,"103,730"
4992,6/5/04,2004,6,Fire,CA,Santa Barbara County,CA-GAVIOTA FIRE-06-05-2004,2519,"155,973"
4993,8/11/04,2004,8,Fire,CA,Shasta County,CA-BEAR FIRE-08-11-2004,2544,"155,973"
4994,6/16/04,2004,6,Fire,UT,Washington County,BROOKSIDE FIRE,2521,"82,168"
4995,8/14/04,2004,8,Fire,CA,Shasta County,CA-LAKE FIRE 08-14-2004,2548,"155,973"
4996,7/30/04,2004,7,Fire,WA,Chelan County,DEEP HARBOR FIRE,2537,"66,582"
4997,5/3/04,2004,5,Fire,CA,Riverside County,CA-CERRITOS FIRE-5-04-2004,2517,"155,973"
4998,6/30/04,2004,6,Fire,NV,Washoe County,VERDI FIRE COMPLEX,2524,"109,806"
4999,8/4/04,2004,8,Fire,OR,Josephine County,OR-REDWOOD HIGHWAY WILDFIRE-08-04-2004,2539,"96,003"
5000,5/15/04,2004,5,Fire,NM,Lincoln County,PEPPIN FIRE,2518,"121,365"
5001,7/14/04,2004,7,Fire,AK,Yukon Flats Regional Educational Attendance Area,AK-BOLGEN CREEK FIRE-08-10-2004,2542,"570,641"
5002,8/8/04,2004,8,Fire,CA,Placer County,CA-STEVENS FIRE-08--8-2004,2541,"155,973"
5003,6/26/04,2004,6,Fire,AK,Fairbanks North Star Borough,BOUNDARY FIRE,2525,"570,641"
5004,7/5/04,2004,7,Fire,WA,Douglas County,WA-BEEBE FIRE-07-04-2004,2527,"66,582"
5005,8/25/04,2004,8,Fire,NV,Washoe County,ANDREW WILDFIRE,2550,"109,806"
5006,7/13/04,2004,7,Fire,CA,San Diego County,CA - MATAGUAY FIRE - 7-13-2004,2529,"155,973"
5007,7/26/04,2004,7,Fire,NV,Clark County,ROBBERS FIRE,2536,"109,806"
5008,7/30/04,2004,7,Fire,WA,Kittitas County,ELK HEIGHTS FIRE,2538,"66,582"
5009,7/12/04,2004,7,Fire,CA,Los Angeles County,CA - PINE FIRE - 7-13-2004,2528,"155,973"
5010,8/6/04,2004,8,Fire,CA,Calaveras County,CA-CALAVERAS COMPLEX-08-07-2004,2540,"155,973"
5011,7/20/04,2004,7,Fire,CA,Los Angeles County,CA-CROWN WILDFIRE-07-21-2004,2535,"155,973"
5012,9/2/04,2004,9,Fire,CA,Mariposa County,CA-BEAR FIRE-09-02-2004,2552,"155,973"
5013,8/11/04,2004,8,Fire,WA,Chelan County,WA-FISCHER WILDFIRE-08-11-2004,2543,"66,582"
5014,7/3/04,2004,7,Fire,CO,Delta County,CO-MCGRUDER FIRE-07/03/2004,2526,"103,730"
5015,9/3/04,2004,9,Fire,CA,Lake County,CA-GEYSERS FIRE-09-04-2004,2554,"155,973"
5017,6/8/04,2004,6,Fire,AZ,Apache County,THREE FORKS FIRE,2520,"113,642"
5018,6/18/04,2004,6,Fire,NM,Socorro County,NM-BERNARDO FIRE-6-18-2004,2522,"121,365"
5019,9/12/04,2004,9,Fire,HI,Hawaii County,KAWAIHAE ROAD FIRE HAWAII,2556,"6,423"
5020,8/12/04,2004,8,Fire,WA,Yakima County,MUD LAKE FIRE,2546,"66,582"
5021,8/14/04,2004,8,Fire,CA,Shasta County,CA-FRENCH FIRE 08-14-2004,2547,"155,973"
5022,6/24/04,2004,6,Fire,AZ,Gila County,WILLOW FIRE,2523,"113,642"
5024,7/14/04,2004,7,Fire,NV,Washoe County,WATERFALL FIRE,2531,"109,806"
5026,7/14/04,2004,7,Fire,NV,Carson City,WILDLAND FIRE,1540,"109,806"
5027,4/25/04,2004,4,Fire,CA,Riverside County,CA - PLEASURE FIRE - 04-25-2004,2515,"155,973"
5028,7/13/04,2004,7,Fire,CA,Riverside County,CA-LAKEVIEW-07-14-2004,2530,"155,973"
5029,8/20/04,2004,8,Fire,OR,Douglas County,OR-BLAND MOUNTAIN WILDFIRE-08-20-2004,2549,"96,003"
5030,3/3/08,2008,3,Fire,TX,Zapata County,LA PERLA FIRE,2749,"261,914"
5031,6/21/08,2008,6,Fire,CA,Butte County,CAMP FIRE,2782,"155,973"
5032,3/11/08,2008,3,Fire,TX,Jeff Davis County,ARABELLA FIRE,2750,"261,914"
5033,7/10/08,2008,7,Fire,WA,Spokane County,SPOKANE VALLEY FIRE,2783,"66,582"
5034,3/21/08,2008,3,Fire,OK,Woodward County,QUINLAN FIRE,2756,"68,679"
5035,9/16/08,2008,9,Fire,OR,Klamath County,ROYCE BUTTE FIRE,2787,"96,003"
5036,2/23/08,2008,2,Fire,TX,Scurry County,SCURRY FIRE COMPLEX,2744,"261,914"
5037,6/4/08,2008,6,Fire,TX,Jeff Davis County,HUGHES RANCH FIRE,2768,"261,914"
5039,3/31/08,2008,3,Fire,TX,Howard County,KENTWOOD FIRE,2758,"261,914"
5040,10/13/08,2008,10,Fire,CA,Los Angeles County,SESNON FIRE,2789,"155,973"
5041,8/7/08,2008,8,Fire,TX,Williamson County,FLORENCE FIRE,2785,"261,914"
5042,6/24/08,2008,6,Fire,CO,Park County,NASH RANCH FIRE,2778,"103,730"
5044,6/11/08,2008,6,Fire,CA,Santa Cruz County,MARTIN FIRE,2772,"155,973"
5045,6/10/08,2008,6,Fire,CA,Butte County,OPHIR FIRE,2770,"155,973"
5046,11/15/08,2008,11,Fire,CA,Los Angeles County,FREEWAY FIRE COMPLEX,2792,"155,973"
5050,11/13/08,2008,11,Fire,CA,Los Angeles County,WILDFIRES,1810,"155,973"
5054,6/20/08,2008,6,Fire,CA,Hoopa Valley Indian Reservation,WILDFIRES,3287,"155,973"
