,date,year,month,category,state,county,title,fema_number,area
27941,4/12/20,2020,4,Severe Storm,MS,Bolivar County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ",4536,"46,914"
27970,4/12/20,2020,4,Severe Storm,AL,Blount County,SEVERE THUNDERSTORMS,4555,"50,750"
27977,4/14/07,2007,4,Severe Storm,KY,Carter County,"SEVERE STORMS, FLOODING, MUDSLIDES, AND ROCKSLIDES",1703,"39,732"
27986,6/26/07,2007,6,Severe Storm,KS,Allen County,SEVERE STORMS AND FLOODING,1711,"81,823"
28009,5/4/07,2007,5,Severe Storm,NE,Blaine County,"SEVERE STORMS, FLOODING, AND TORNADOES",1706,"76,878"
28028,7/9/07,2007,7,Severe Storm,VT,Caledonia County,SEVERE STORMS AND FLOODING,1715,"9,249"
28033,12/1/07,2007,12,Severe Storm,OR,"Coos,Lower Unqua and Siuslaw Indian Reservation","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1733,"96,003"
28045,4/21/07,2007,4,Severe Storm,TX,Atascosa County,SEVERE STORMS AND TORNADOES,1697,"261,914"
28050,12/19/06,2006,12,Severe Storm,NE,Adams County,SEVERE WINTER STORMS,1674,"76,878"
28109,8/7/07,2007,8,Severe Storm,IL,Stephenson County,SEVERE STORMS AND FLOODING,1722,"55,593"
28111,12/14/06,2006,12,Severe Storm,WA,Chelan County,"SEVERE WINTER STORM, LANDSLIDES, AND MUDSLIDES",1682,"66,582"
28130,4/14/07,2007,4,Severe Storm,NY,Columbia County,SEVERE STORMS AND INLAND AND COASTAL FLOODING,1692,
28144,1/12/07,2007,1,Severe Storm,OK,Adair County,SEVERE WINTER STORMS,1678,"68,679"
28192,5/4/07,2007,5,Severe Storm,OK,Atoka County,"SEVERE STORMS, TORNADOES AND FLOODING",1707,"68,679"
28219,4/14/07,2007,4,Severe Storm,WV,Barbour County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1696,"24,087"
28237,3/1/07,2007,3,Severe Storm,GA,Miller County,SEVERE STORMS AND TORNADOES,1686,"57,919"
28253,5/5/07,2007,5,Severe Storm,MO,Bates County,SEVERE STORMS AND FLOODING,1708,"68,898"
28283,5/4/07,2007,5,Severe Storm,SD,Crow Creek Indian Reservation,"SEVERE STORMS, TORNADOES, AND FLOODING",1702,"75,898"
28310,4/15/07,2007,4,Severe Storm,ME,Androscoggin County,SEVERE STORMS AND INLAND AND COASTAL FLOODING,1693,"30,865"
28323,12/28/06,2006,12,Severe Storm,OK,Beaver County,SEVERE WINTER STORM,1677,"68,679"
28326,4/15/07,2007,4,Severe Storm,CT,Hartford County,SEVERE STORMS AND FLOODING,1700,"4,845"
28333,8/18/07,2007,8,Severe Storm,OK,Cotton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1718,"68,679"
28356,2/1/07,2007,2,Severe Storm,FL,Lake County,SEVERE STORMS AND TORNADOES,1679,"53,997"
28360,8/17/07,2007,8,Severe Storm,IA,Allamakee County,SEVERE STORMS AND FLOODING,1727,"55,875"
28377,5/28/07,2007,5,Severe Storm,NE,Buffalo County,SEVERE STORMS AND FLOODING,1714,"76,878"
28392,8/19/07,2007,8,Severe Storm,MO,Dade County,SEVERE STORMS AND FLOODING,1728,"68,898"
28399,6/19/07,2007,6,Severe Storm,NY,Delaware County,SEVERE STORMS AND FLOODING,1710,
28402,7/11/07,2007,7,Severe Storm,ME,Oxford County,SEVERE STORMS AND FLOODING,1716,"30,865"
28403,8/20/07,2007,8,Severe Storm,OH,Seneca County,"SEVERE STORMS, FLOODING, AND TORNADOES",1720,"40,953"
28411,4/15/07,2007,4,Severe Storm,NH,Carroll County,SEVERE STORMS AND FLOODING,1695,"8,969"
28421,6/16/07,2007,6,Severe Storm,TX,Anderson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1709,"261,914"
28499,6/2/07,2007,6,Severe Storm,ND,Barnes County,SEVERE STORMS AND FLOODING,1713,"68,994"
28512,5/4/07,2007,5,Severe Storm,KS,Brown County,"SEVERE STORMS, TORNADOES, AND FLOODING",1699,"81,823"
28554,12/14/06,2006,12,Severe Storm,OR,Siletz Indian Reservation,SEVERE WINTER STORM AND FLOODING,1683,"96,003"
28564,12/25/06,2006,12,Severe Storm,FL,Volusia County,"SEVERE STORMS, TORNADOES, AND FLOODING",1680,"53,997"
28565,12/28/06,2006,12,Severe Storm,KS,Cheyenne County,SEVERE WINTER STORM,1675,"81,823"
28609,8/26/07,2007,8,Severe Storm,ND,Grand Forks County,SEVERE STORMS AND TORNADOES,1726,"68,994"
28610,5/24/07,2007,5,Severe Storm,OK,Bryan County,"SEVERE STORMS, FLOODING, AND TORNADOES",1723,"68,679"
28619,8/15/07,2007,8,Severe Storm,IN,Lake County,SEVERE STORMS AND FLOODING,1732,"35,870"
28620,5/5/07,2007,5,Severe Storm,IA,Clarke County,"SEVERE STORMS, FLOODING, AND TORNADOES",1705,"55,875"
28639,7/15/07,2007,7,Severe Storm,ND,Cass County,SEVERE STORMS AND TORNADOES,1725,"68,994"
28641,8/20/07,2007,8,Severe Storm,IL,Cook County,SEVERE STORMS AND FLOODING,1729,"55,593"
28650,2/23/07,2007,2,Severe Storm,IA,Benton County,SEVERE WINTER STORMS,1688,"55,875"
28698,3/23/07,2007,3,Severe Storm,NM,Curry County,SEVERE STORMS AND TORNADOES,1690,"121,365"
28700,8/8/07,2007,8,Severe Storm,NY,Kings County,"SEVERE STORMS, FLOODING, AND TORNADO",1724,
28702,6/11/07,2007,6,Severe Storm,NE,Arthur County,SEVERE STORMS AND FLOODING,1721,"76,878"
28708,3/1/07,2007,3,Severe Storm,AL,Jackson County,SEVERE STORMS AND TORNADOES,1687,"50,750"
28716,2/12/07,2007,2,Severe Storm,LA,Jefferson Parish,SEVERE STORMS AND TORNADOES,1685,"43,566"
28719,6/10/07,2007,6,Severe Storm,OK,Alfalfa County,"SEVERE STORMS, FLOODING, AND TORNADOES",1712,"68,679"
28779,8/14/07,2007,8,Severe Storm,TX,Bexar County,Tropical Sorm,1730,"261,914"
28785,12/1/07,2007,12,Severe Storm,WA,Jefferson County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1734,"66,582"
28797,4/15/07,2007,4,Severe Storm,VT,Bennington County,SEVERE STORMS AND FLOODING,1698,"9,249"
28805,4/15/07,2007,4,Severe Storm,RI,Newport County,SEVERE STORMS AND INLAND AND COASTAL FLOODING,1704,"1,034"
28806,11/16/06,2006,11,Severe Storm,PA,Bradford County,SEVERE STORMS AND FLOODING,1684,"44,820"
28814,8/18/07,2007,8,Severe Storm,WI,Columbia County,SEVERE STORMS AND FLOODING,1719,"54,314"
28828,4/15/07,2007,4,Severe Storm,MA,Barnstable County,SEVERE STORMS AND INLAND AND COASTAL FLOODING,1701,"7,838"
28836,12/6/07,2007,12,Severe Storm,KS,Allen County,SEVERE WINTER STORMS,3282,"81,823"
28941,8/18/07,2007,8,Severe Storm,MN,Jackson County,SEVERE STORMS AND FLOODING,1717,"79,617"
28949,4/14/07,2007,4,Severe Storm,NJ,Atlantic County,SEVERE STORMS AND INLAND AND COASTAL FLOODING,1694,"7,419"
28964,3/24/23,2023,3,Severe Storm,AL,Chambers County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4710,"50,750"
28974,6/29/23,2023,6,Severe Storm,IL,Christian County,SEVERE STORMS AND FLOODING,4728,"55,593"
28996,8/7/23,2023,8,Severe Storm,TN,Bledsoe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4742,"41,220"
29006,3/31/23,2023,3,Severe Storm,AR,Cross County,SEVERE STORMS AND TORNADOES,4698,"52,075"
29009,6/25/23,2023,6,Severe Storm,AR,Arkansas County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4748,"52,075"
29013,2/23/23,2023,2,Severe Storm,CA,Soboba Indian Reservation,SEVERE WINTER STORM AND FLOODING,4713,"155,973"
29014,7/9/23,2023,7,Severe Storm,NY,Clinton County,SEVERE STORMS AND FLOODING,4723,
29023,6/25/23,2023,6,Severe Storm,TN,Fayette County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4729,"41,220"
29026,3/11/23,2023,3,Severe Storm,CA,Soboba Indian Reservation,SEVERE STORM AND FLOODING,4714,"155,973"
29027,1/14/23,2023,1,Severe Storm,AZ,Navajo Nation Reservation Also NM and UT,SEVERE WINTER STORMS AND FLOODING,4703,"113,642"
29028,3/31/23,2023,3,Severe Storm,IN,Allen County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4704,"35,870"
29041,6/14/23,2023,6,Severe Storm,MS,Mississippi Choctaw Indian Reservation,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914"
29071,7/14/23,2023,7,Severe Storm,KS,Allen County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823"
29092,1/12/23,2023,1,Severe Storm,GA,Crisp County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4685,"57,919"
29101,7/18/23,2023,7,Severe Storm,TN,Fayette County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4735,"41,220"
29105,11/3/22,2022,11,Severe Storm,WA,Clallam County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4682,"66,582"
29114,12/23/22,2022,12,Severe Storm,ME,Franklin County,SEVERE STORM AND FLOODING,4696,"30,865"
29120,2/21/23,2023,2,Severe Storm,CA,Alpine County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973"
29166,3/3/23,2023,3,Severe Storm,KY,Adair County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732"
29254,3/31/23,2023,3,Severe Storm,TN,Giles County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4701,"41,220"
29267,12/9/23,2023,12,Severe Storm,TN,Robertson County,SEVERE STORMS AND TORNADOES,4751,"41,220"
29276,6/14/23,2023,6,Severe Storm,OK,Beaver County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679"
29301,12/22/22,2022,12,Severe Storm,VT,Chittenden County,SEVERE STORM AND FLOODING,4695,"9,249"
29309,3/24/23,2023,3,Severe Storm,MS,Washington County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4697,"46,914"
29316,7/29/23,2023,7,Severe Storm,MO,Adair County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898"
29349,12/21/22,2022,12,Severe Storm,OK,Creek OTSA,SEVERE WINTER STORM,4690,"68,679"
29350,3/1/23,2023,3,Severe Storm,TN,Benton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220"
29395,1/12/23,2023,1,Severe Storm,AL,Barbour County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4684,"50,750"
29408,12/22/22,2022,12,Severe Storm,NH,Belknap County,SEVERE STORM AND FLOODING,4693,"8,969"
29412,7/14/23,2023,7,Severe Storm,NJ,Warren County,SEVERE STORM AND FLOODING,4725,"7,419"
29413,5/29/12,2012,5,Severe Storm,VT,Addison County,"SEVERE STORM, TORNADO, AND FLOODING",4066,"9,249"
29416,4/14/12,2012,4,Severe Storm,KS,Edwards County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4063,"81,823"
29430,3/15/12,2012,3,Severe Storm,WV,Lincoln County,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANSLIDES",4061,"24,087"
29433,6/29/12,2012,6,Severe Storm,MD,Calvert County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4075,"9,775"
29439,5/29/12,2012,5,Severe Storm,NH,Cheshire County,SEVERE STORM AND FLOODING,4065,"8,969"
29440,6/29/12,2012,6,Severe Storm,OH,Adams County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077,"40,953"
29479,2/29/12,2012,2,Severe Storm,TN,Bradley County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND ",4060,"41,220"
29489,2/29/12,2012,2,Severe Storm,KY,Adair County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057,"39,732"
29512,6/30/12,2012,6,Severe Storm,NJ,Atlantic County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4070,"7,419"
29515,6/29/12,2012,6,Severe Storm,OH,Adams County,SEVERE STORMS,3346,"40,953"
29603,10/29/11,2011,10,Severe Storm,MA,Berkshire County,SEVERE STORM AND SNOWSTORM,4051,"7,838"
29609,6/14/12,2012,6,Severe Storm,MN,Fond du Lac Indian Reservation,SEVERE STORMS AND FLOODING,4069,"79,617"
29627,11/15/11,2011,11,Severe Storm,AK,Kenai Peninsula Borough,SEVERE STORM,4054,"570,641"
29628,6/23/12,2012,6,Severe Storm,FL,Charlotte County,Tropical Sorm,4068,"53,997"
29662,2/29/12,2012,2,Severe Storm,IN,Warrick County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4058,"35,870"
29668,1/14/12,2012,1,Severe Storm,WA,Clallam County,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",4056,"66,582"
29679,3/3/12,2012,3,Severe Storm,HI,Kauai County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4062,"6,423"
29681,4/28/12,2012,4,Severe Storm,OK,Alfalfa County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4064,"68,679"
29686,7/20/12,2012,7,Severe Storm,WA,Colville Indian Reservation,"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",4083,"66,582"
29689,6/19/12,2012,6,Severe Storm,WI,Red Cliff Indian Reservation,SEVERE STORMS AND FLOODING,4076,"54,314"
29693,1/22/12,2012,1,Severe Storm,AL,Chilton County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4052,"50,750"
29696,6/29/12,2012,6,Severe Storm,WV,Barbour County,SEVERE STORMS,3345,"24,087"
29751,2/29/12,2012,2,Severe Storm,WV,Doddridge County,"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES",4059,"24,087"
29762,11/30/11,2011,11,Severe Storm,UT,Davis County,SEVERE STORM,4053,"82,168"
29763,6/29/12,2012,6,Severe Storm,WV,Barbour County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071,"24,087"
29810,9/15/12,2012,9,Severe Storm,AK,Denali Borough,"SEVERE STORM, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",4094,"570,641"
29815,6/29/12,2012,6,Severe Storm,DC,District of Columbia County-equivalent,SEVERE STORMS,4073,
29816,6/29/12,2012,6,Severe Storm,VA,Stafford County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4072,"39,598"
29885,5/7/19,2019,5,Severe Storm,OK,Creek OTSA,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4456,"68,679"
29886,2/6/19,2019,2,Severe Storm,KY,Adair County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4428,"39,732"
29947,2/13/19,2019,2,Severe Storm,CA,Calaveras County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4431,"155,973"
29958,4/29/19,2019,4,Severe Storm,MO,Adair County,"SEVERE STORMS, TORNADOES, AND FLOODING",4451,"68,898"
30045,10/31/19,2019,10,Severe Storm,NY,Chautauqua County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4472,
30063,10/26/19,2019,10,Severe Storm,MS,Alcorn County,"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",4470,"46,914"
30082,12/27/18,2018,12,Severe Storm,MS,Clarke County,"SEVERE STORMS, FLOODING, AND TORNADO",4415,"46,914"
30093,2/24/19,2019,2,Severe Storm,CA,Amador County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4434,"155,973"
30111,4/30/19,2019,4,Severe Storm,OK,Alfalfa County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4453,"68,679"
30130,10/4/18,2018,10,Severe Storm,KS,Anderson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4417,"81,823"
30144,10/26/19,2019,10,Severe Storm,TN,Benton County,SEVERE STORM AND STRAIGHT-LINE WINDS,4471,"41,220"
30154,2/19/19,2019,2,Severe Storm,AL,Blount County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4426,"50,750"
30166,6/30/19,2019,6,Severe Storm,SD,Cheyenne River Indian Reservation,"SEVERE STORMS, TORNADOES, AND FLOODING",4467,"75,898"
30174,5/9/19,2019,5,Severe Storm,KS,Allen County,TORNADOES AND FLOODING,3412,"81,823"
30207,4/24/19,2019,4,Severe Storm,LA,Lincoln Parish,SEVERE STORMS AND TORNADOES,4439,"43,566"
30210,2/14/19,2019,2,Severe Storm,CA,Soboba Indian Reservation,SEVERE STORMS AND FLOODING,4425,"155,973"
30211,12/10/18,2018,12,Severe Storm,WA,Clallam County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, MUDSLIDES, TORNADO",4418,"66,582"
30219,2/14/19,2019,2,Severe Storm,CA,Cahuilla Indian Reservation,SEVERE STORMS AND FLOODING,4423,"155,973"
30220,7/11/19,2019,7,Severe Storm,NH,Grafton County,SEVERE STORM AND FLOODING,4457,"8,969"
30221,4/28/19,2019,4,Severe Storm,KS,Allen County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING,LANDSLIDES,AND MUDSLIDES",4449,"81,823"
30291,2/23/19,2019,2,Severe Storm,OR,Coos County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4432,"96,003"
30296,5/7/19,2019,5,Severe Storm,OK,Pawnee OTSA,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4438,"68,679"
30347,9/9/19,2019,9,Severe Storm,SD,Brule County,"SEVERE STORMS, TORNADOES, AND FLOODING",4469,"75,898"
30372,3/13/19,2019,3,Severe Storm,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4448,"75,898"
30373,2/21/19,2019,2,Severe Storm,AZ,Navajo Nation Reservation Also NM and UT,SNOWSTORM AND FLOODING,4436,"113,642"
30374,4/13/19,2019,4,Severe Storm,MS,Clarke County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4450,"46,914"
30383,2/14/19,2019,2,Severe Storm,CA,La Jolla Indian Reservation,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4422,"155,973"
30384,2/22/19,2019,2,Severe Storm,MS,Alcorn County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4429,"46,914"
30414,12/9/14,2014,12,Severe Storm,VT,Addison County,SEVERE WINTER STORM,4207,"9,249"
30424,4/3/15,2015,4,Severe Storm,WV,Boone County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4219,"24,087"
30430,7/11/15,2015,7,Severe Storm,KY,Bracken County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDE",4239,"39,732"
30464,10/1/15,2015,10,Severe Storm,SC,Catawba Indian Reservation,SEVERE STORMS AND FLOODING,3373,"30,111"
30511,5/8/15,2015,5,Severe Storm,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4237,"75,898"
30512,5/6/15,2015,5,Severe Storm,NE,Adams County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4225,"76,878"
30540,6/9/15,2015,6,Severe Storm,VT,Addison County,SEVERE STORM AND FLOODING,4232,"9,249"
30542,5/4/15,2015,5,Severe Storm,KS,Atchison County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4230,"81,823"
30586,7/10/15,2015,7,Severe Storm,WV,Braxton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4236,"24,087"
30595,10/22/15,2015,10,Severe Storm,TX,Smith County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4245,"261,914"
30617,1/26/15,2015,1,Severe Storm,MA,Barnstable County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4214,"7,838"
30627,6/23/15,2015,6,Severe Storm,NJ,Atlantic County,SEVERE STORM,4231,"7,419"
30631,6/20/15,2015,6,Severe Storm,IA,Allamakee County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4234,"55,875"
30650,11/17/15,2015,11,Severe Storm,ID,Coeur d'Alene Indian Reservation,SEVERE STORM AND STRAIGHT-LINE WIND,4246,"82,751"
30655,5/4/15,2015,5,Severe Storm,TX,Archer County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4223,"261,914"
30768,1/26/15,2015,1,Severe Storm,CT,New Haven County,SEVERE WINTER STORM AND SNOWSTORM,4213,"4,845"
30772,8/29/15,2015,8,Severe Storm,WA,Clallam County,SEVERE WINDSTORM,4242,"66,582"
30778,5/5/15,2015,5,Severe Storm,OK,Craig County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4222,"68,679"
30841,5/15/15,2015,5,Severe Storm,MO,Adair County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4238,"68,898"
30917,6/17/15,2015,6,Severe Storm,SD,Crow Creek Indian Reservation,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4233,"75,898"
30931,1/26/15,2015,1,Severe Storm,RI,Bristol County,SEVERE WINTER STORM AND SNOWSTORM,4212,"1,034"
30936,1/26/15,2015,1,Severe Storm,NH,Hillsborough County,SEVERE WINTER STORM AND SNOWSTORM,4209,"8,969"
30939,3/3/15,2015,3,Severe Storm,WV,Barbour County,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",4210,"24,087"
30971,5/7/15,2015,5,Severe Storm,AR,Clark County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4226,"52,075"
31000,4/26/17,2017,4,Severe Storm,AR,Baxter County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4318,"52,075"
31032,1/2/17,2017,1,Severe Storm,GA,Baker County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4294,"57,919"
31039,1/13/17,2017,1,Severe Storm,OK,Beaver County,SEVERE WINTER STORM,4299,"68,679"
31050,2/6/17,2017,2,Severe Storm,WY,Teton County,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,4306,"97,105"
31051,3/14/17,2017,3,Severe Storm,NH,Belknap County,SEVERE WINTER STORM,4316,"8,969"
31053,2/8/17,2017,2,Severe Storm,CA,Resighini Rancheria Indian Reservation,FLOODING,4312,"155,973"
31054,12/24/16,2016,12,Severe Storm,SD,Cheyenne River Indian Reservation,SEVERE WINTER STORM,4298,"75,898"
31081,7/19/17,2017,7,Severe Storm,IA,Allamakee County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4334,"55,875"
31090,7/19/17,2017,7,Severe Storm,WI,Buffalo County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUD",4343,"54,314"
31101,5/27/17,2017,5,Severe Storm,TN,Blount County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4320,"41,220"
31115,2/5/17,2017,2,Severe Storm,NV,Churchill County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",4307,"109,806"
31122,6/12/17,2017,6,Severe Storm,NE,Banner County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4325,"76,878"
31141,7/22/17,2017,7,Severe Storm,KS,Johnson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4347,"81,823"
31143,1/3/17,2017,1,Severe Storm,CA,Alameda County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",4301,"155,973"
31177,12/14/16,2016,12,Severe Storm,OR,Josephine County,SEVERE WINTER STORM AND FLOODING,4296,"96,003"
31179,6/29/17,2017,6,Severe Storm,VT,Addison County,SEVERE STORMS AND FLOODING,4330,"9,249"
31186,1/3/17,2017,1,Severe Storm,CA,Hoopa Valley Indian Reservation,SEVERE WINTER STORM,4302,"155,973"
31187,4/30/17,2017,4,Severe Storm,MS,Adams County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4314,"46,914"
31196,9/28/17,2017,9,Severe Storm,AK,North Slope Borough,SEVERE STORM,4351,"570,641"
31197,7/1/17,2017,7,Severe Storm,NH,Coos County,SEVERE STORMS AND FLOODING,4329,"8,969"
31199,1/7/17,2017,1,Severe Storm,OR,Columbia County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4328,"96,003"
31203,1/5/17,2017,1,Severe Storm,NV,Pyramid Lake Indian Reservation,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",4303,"109,806"
31211,6/22/17,2017,6,Severe Storm,MI,Bay County,SEVERE STORMS AND FLOODING,4326,"56,539"
31215,4/29/17,2017,4,Severe Storm,NE,Blaine County,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,4321,"76,878"
31225,4/28/17,2017,4,Severe Storm,OK,Pawnee OTSA,"SEVERE STORMS, TORNADOES, AND FLOODING",4315,"68,679"
31246,7/28/17,2017,7,Severe Storm,WV,Doddridge County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4331,"24,087"
31258,5/3/18,2018,5,Volcanic Eruption,HI,Hawaii County,KILAUEA VOLCANIC ERUPTION AND EARTHQUAKES,4366,"6,423"
31259,9/4/14,2014,9,Volcanic Eruption,HI,Hawaii County,PU'U O'O VOLCANIC ERUPTION AND LAVA FLOW,4201,"6,423"
31260,8/23/11,2011,8,Other*,VA,Northampton County,EARTHQUAKE,4042,"39,598"
31270,8/23/11,2011,8,Other*,DC,District of Columbia County-equivalent,EARTHQUAKE,4044,
31271,6/3/04,2004,6,Other*,CA,San Joaquin County,FLOODING AS A RESULT OF A LEVEE BREAK,1529,"155,973"
31272,12/22/03,2003,12,Other*,CA,Santa Barbara County,EARTHQUAKE,1505,"155,973"
31274,9/11/16,2016,9,Other*,HI,Maui County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4282,"6,423"
31275,10/15/06,2006,10,Other*,HI,Honolulu County,EARTHQUAKE,1664,"6,423"
31279,8/30/22,2022,8,Other*,MS,Hinds County,WATER CRISIS,3582,"46,914"
31280,5/7/22,2022,5,Other*,AK,Kenai Peninsula Borough,LANDSLIDE,4661,"570,641"
31281,2/14/18,2018,2,Other*,WV,Brooke County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4359,"24,087"
31302,11/30/18,2018,11,Other*,AK,Anchorage Borough,EARTHQUAKE,3410,"570,641"
