date,year,month,category,state,county,title,fema_number,area(sq_miles),thousand_square_miles,first,last,change
4/24/2023,2023,4,Flood,IA,Scott County,FLOODING,4732,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
7/9/2023,2023,7,Flood,VT,Essex County,FLOODING,3595,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
7/7/2023,2023,7,Flood,VT,Essex County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
9/17/2023,2023,9,Flood,IL,Cook County,SEVERE STORMS AND FLOODING,4749,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
4/30/2023,2023,4,Flood,ME,Lincoln County,SEVERE STORM AND FLOODING,4719,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
6/8/2023,2023,6,Flood,CO,Logan County,"SEVERE STORMS, FLOODING, AND TORNADOES",4731,"103,730",103.73,42.48363636363637,44.301818181818184,1.818181818181813
4/10/2023,2023,4,Flood,MT,Park County,FLOODING,4726,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
4/9/2023,2023,4,Flood,SD,Lake Traverse Sisseton Indian Reservation,FLOODING,4718,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
4/11/2023,2023,4,Flood,MN,Wilkin County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/11/2023,2023,4,Flood,MN,Pine County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/12/2023,2023,4,Flood,FL,Broward County,"SEVERE STORMS, TORNADOES, AND FLOODING",4709,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
6/15/2023,2023,6,Flood,WY,Natrona County,FLOODING,4739,"97,105",97.105,38.75636363636363,39.84,1.0836363636363728
3/9/2023,2023,3,Flood,CA,Sierra County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
6/1/2023,2023,6,Flood,MT,Phillips County,FLOODING,4745,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
1/8/2023,2023,1,Flood,CA,Humboldt County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Humboldt County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/24/2023,2023,4,Flood,IA,Des Moines County,FLOODING,4732,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
5/12/2023,2023,5,Flood,AK,Kuspuk Regional Educational Attendance Area,FLOODING,4730,"570,641",570.641,22.956363636363637,26.25090909090909,3.294545454545453
4/11/2023,2023,4,Flood,MN,Lake of the Woods County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
1/8/2023,2023,1,Flood,CA,Mariposa County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Mariposa County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/9/2023,2023,7,Flood,VT,Grand Isle County,FLOODING,3595,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
7/7/2023,2023,7,Flood,VT,Grand Isle County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
6/8/2023,2023,6,Flood,CO,Douglas County,"SEVERE STORMS, FLOODING, AND TORNADOES",4731,"103,730",103.73,42.48363636363637,44.301818181818184,1.818181818181813
4/10/2023,2023,4,Flood,MT,Fort Peck Indian Reservation,FLOODING,4726,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
1/8/2023,2023,1,Flood,CA,Alameda County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Alpine County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/9/2023,2023,4,Flood,SD,Hand County,FLOODING,4718,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
4/30/2023,2023,4,Flood,ME,Waldo County,SEVERE STORM AND FLOODING,4719,"30,865",30.865,37.914545454545454,40.99636363636364,3.0818181818181856
4/10/2023,2023,4,Flood,ND,Sargent County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
1/8/2023,2023,1,Flood,CA,Marin County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
6/8/2023,2023,6,Flood,CO,Jefferson County,"SEVERE STORMS, FLOODING, AND TORNADOES",4731,"103,730",103.73,42.48363636363637,44.301818181818184,1.818181818181813
4/11/2023,2023,4,Flood,MN,Wabasha County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
1/8/2023,2023,1,Flood,CA,Monterey County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Monterey County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/9/2023,2023,4,Flood,SD,Faulk County,FLOODING,4718,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
1/8/2023,2023,1,Flood,CA,San Francisco County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,San Francisco County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
6/8/2023,2023,6,Flood,CO,Kiowa County,"SEVERE STORMS, FLOODING, AND TORNADOES",4731,"103,730",103.73,42.48363636363637,44.301818181818184,1.818181818181813
4/10/2023,2023,4,Flood,MT,Sheridan County,FLOODING,4726,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
2/15/2023,2023,2,Flood,KY,Powell County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
1/8/2023,2023,1,Flood,CA,Mendocino County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Mendocino County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
2/15/2023,2023,2,Flood,KY,Elliott County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
4/11/2023,2023,4,Flood,MN,Pope County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/11/2023,2023,4,Flood,MN,Morrison County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
1/8/2023,2023,1,Flood,CA,Madera County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Madera County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/11/2023,2023,4,Flood,MN,Norman County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
2/15/2023,2023,2,Flood,KY,Owsley County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
1/8/2023,2023,1,Flood,CA,San Mateo County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,San Mateo County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/11/2023,2023,4,Flood,MN,Prairie Island Community Indian Reservation,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
7/9/2023,2023,7,Flood,VT,Franklin County,FLOODING,3595,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
7/7/2023,2023,7,Flood,VT,Franklin County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
2/15/2023,2023,2,Flood,KY,Lee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
4/24/2023,2023,4,Flood,IA,Lee County,FLOODING,4732,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
1/8/2023,2023,1,Flood,CA,San Diego County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/10/2023,2023,4,Flood,MT,Hill County,FLOODING,4726,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
2/15/2023,2023,2,Flood,KY,Perry County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/9/2023,2023,3,Flood,CA,Butte County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/11/2023,2023,4,Flood,MN,Carlton County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/11/2023,2023,4,Flood,MN,Swift County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
6/1/2023,2023,6,Flood,MT,Treasure County,FLOODING,4745,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
4/10/2023,2023,4,Flood,ND,LaMoure County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
4/10/2023,2023,4,Flood,ND,Mountrail County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
4/11/2023,2023,4,Flood,MN,Mahnomen County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
7/9/2023,2023,7,Flood,NH,Grafton County,SEVERE STORMS AND FLOODING,4740,"8,969",8.969,39.97090909090909,43.3,3.329090909090908
2/15/2023,2023,2,Flood,KY,Harlan County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
4/11/2023,2023,4,Flood,MN,Grant County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
1/8/2023,2023,1,Flood,CA,Glenn County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Glenn County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
6/1/2023,2023,6,Flood,MT,Musselshell County,FLOODING,4745,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
7/9/2023,2023,7,Flood,NH,Cheshire County,SEVERE STORMS AND FLOODING,4740,"8,969",8.969,39.97090909090909,43.3,3.329090909090908
1/8/2023,2023,1,Flood,CA,Contra Costa County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/8/2023,2023,3,Flood,NV,Eureka County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4708,"109,806",109.806,47.449090909090906,49.09818181818182,1.6490909090909156
1/8/2023,2023,1,Flood,CA,Fresno County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Fresno County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/10/2023,2023,4,Flood,MT,Valley County,FLOODING,4726,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
1/8/2023,2023,1,Flood,CA,Santa Clara County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Santa Clara County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/10/2023,2023,4,Flood,ND,Towner County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
6/1/2023,2023,6,Flood,MT,Fergus County,FLOODING,4745,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
4/10/2023,2023,4,Flood,ND,Pembina County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
5/12/2023,2023,5,Flood,AK,Yupiit Regional Educational Attendance Area,FLOODING,4730,"570,641",570.641,22.956363636363637,26.25090909090909,3.294545454545453
4/10/2023,2023,4,Flood,ND,Golden Valley County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
4/10/2023,2023,4,Flood,ND,Barnes County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
7/9/2023,2023,7,Flood,VT,Chittenden County,FLOODING,3595,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
7/7/2023,2023,7,Flood,VT,Chittenden County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
4/11/2023,2023,4,Flood,MN,Clay County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
1/8/2023,2023,1,Flood,CA,San Benito County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,San Benito County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/9/2023,2023,7,Flood,VT,Orange County,FLOODING,3595,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
7/7/2023,2023,7,Flood,VT,Orange County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
1/8/2023,2023,1,Flood,CA,Stanislaus County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Stanislaus County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
5/1/2023,2023,5,Flood,UT,Morgan County,FLOODING,4752,"82,168",82.168,45.36545454545454,47.07636363636363,1.710909090909091
3/9/2023,2023,3,Flood,CA,Tuolumne County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
2/15/2023,2023,2,Flood,KY,Knott County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
4/9/2023,2023,4,Flood,SD,Potter County,FLOODING,4718,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
4/11/2023,2023,4,Flood,MN,Lac qui Parle County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/10/2023,2023,4,Flood,ND,Dickey County,FLOODING,4717,"68,994",68.994,37.78909090909091,38.44363636363636,0.654545454545449
4/11/2023,2023,4,Flood,MN,Traverse County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
4/11/2023,2023,4,Flood,MN,Mille Lacs County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
2/15/2023,2023,2,Flood,KY,Magoffin County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
1/8/2023,2023,1,Flood,CA,San Bernardino County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,San Bernardino County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/9/2023,2023,7,Flood,NH,Coos County,SEVERE STORMS AND FLOODING,4740,"8,969",8.969,39.97090909090909,43.3,3.329090909090908
5/12/2023,2023,5,Flood,AK,Kusilvak Census Area,FLOODING,4730,"570,641",570.641,22.956363636363637,26.25090909090909,3.294545454545453
6/1/2023,2023,6,Flood,MT,Daniels County,FLOODING,4745,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
4/10/2023,2023,4,Flood,MT,Daniels County,FLOODING,4726,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
4/9/2023,2023,4,Flood,SD,Grant County,FLOODING,4718,"75,898",75.898,42.345454545454544,43.309090909090905,0.9636363636363612
2/15/2023,2023,2,Flood,KY,Bell County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
1/8/2023,2023,1,Flood,CA,Merced County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Merced County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
4/11/2023,2023,4,Flood,MN,Stevens County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
7/9/2023,2023,7,Flood,VT,Lamoille County,FLOODING,3595,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
7/7/2023,2023,7,Flood,VT,Lamoille County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720,"9,249",9.249,38.94,42.1490909090909,3.2090909090909037
2/15/2023,2023,2,Flood,KY,Wolfe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
4/24/2023,2023,4,Flood,IA,Dubuque County,FLOODING,4732,"55,875",55.875,44.74545454545455,46.510909090909095,1.7654545454545456
4/11/2023,2023,4,Flood,MN,Big Stone County,SEVERE STORMS AND FLOODING,4722,"79,617",79.617,37.972727272727276,39.40727272727273,1.4345454545454572
1/8/2023,2023,1,Flood,CA,Yuba County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/9/2023,2023,3,Flood,CA,Yuba County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/9/2023,2023,7,Flood,NH,Belknap County,SEVERE STORMS AND FLOODING,4740,"8,969",8.969,39.97090909090909,43.3,3.329090909090908
4/19/2023,2023,4,Tornado,OK,McClain County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
4/19/2023,2023,4,Tornado,OK,Pottawatomie County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
4/19/2023,2023,4,Tornado,OK,Cleveland County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
8/30/2023,2023,8,Fire,LA,Vernon Parish,HIGHWAY 113 FIRE,5486,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/26/2023,2023,8,Fire,LA,Vernon Parish,LIONS CAMP ROAD FIRE,5485,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/25/2023,2023,8,Fire,LA,Vernon Parish,IDA FIRE,5484,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
4/8/2023,2023,4,Fire,NE,Cass County,WACONDA-BEAVER LAKE FIRE COMPLEX,5462,"76,878",76.878,45.90181818181818,47.55090909090909,1.6490909090909085
8/19/2023,2023,8,Fire,WA,Spokane County,OREGON FIRE,5481,"66,582",66.582,44.38909090909091,45.943636363636365,1.5545454545454547
8/18/2023,2023,8,Fire,WA,Spokane County,GRAY FIRE,5479,"66,582",66.582,44.38909090909091,45.943636363636365,1.5545454545454547
4/2/2023,2023,4,Fire,NM,Torrance County,"ECHO RIDGE FIRE, NM FMAG",5461,"121,365",121.365,50.74545454545454,53.29272727272727,2.547272727272727
7/29/2023,2023,7,Fire,WA,Okanogan County,EAGLE BLUFF FIRE,5472,"66,582",66.582,44.38909090909091,45.943636363636365,1.5545454545454547
4/14/2023,2023,4,Fire,RI,Washington County,QUEENS RIVER FIRE,5464,"1,034",1.034,46.26909090909091,50.16363636363637,3.894545454545458
8/18/2023,2023,8,Fire,MT,Sanders County,RIVER ROAD EAST FIRE,5480,"145,556",145.556,39.494545454545445,40.31636363636364,0.8218181818181947
3/31/2023,2023,3,Fire,OK,Washington County,"GAP ROAD FIRE, OKLAHOMA FMAG",5460,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/31/2023,2023,3,Fire,OK,Oklahoma County,"HEFNER FIRE, OKLAHOMA FMAG",5459,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/31/2023,2023,3,Fire,OK,Logan County,"SIMPSON FIRE, OKLAHOMA FMAG ",5458,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
7/2/2023,2023,7,Fire,WA,Skamania County,TUNNEL FIVE FIRE,5467,"66,582",66.582,44.38909090909091,45.943636363636365,1.5545454545454547
5/10/2023,2023,5,Fire,NM,San Miguel County,LAS TUSAS FIRE,5465,"121,365",121.365,50.74545454545454,53.29272727272727,2.547272727272727
7/21/2023,2023,7,Fire,WA,Klickitat County,NEWELL ROAD FIRE,5470,"66,582",66.582,44.38909090909091,45.943636363636365,1.5545454545454547
6/27/2023,2023,6,Fire,AZ,Maricopa County,DIAMOND FIRE,5466,"113,642",113.642,57.29272727272728,59.45454545454545,2.1618181818181768
5/10/2023,2023,5,Fire,NM,Mora County,LAS TUSAS FIRE,5465,"121,365",121.365,50.74545454545454,53.29272727272727,2.547272727272727
8/2/2023,2023,8,Fire,AK,Fairbanks North Star Borough,LOST HORSE CREEK FIRE,5473,"570,641",570.641,22.956363636363637,26.25090909090909,3.294545454545453
